Date,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Continent
2022-05-17,126.0,Rwanda,129934,7.0,1459.0,,45522.0,,82953.0,,9587.0,108.0,5363494.0,395728.0,13553476.0,104.0,9290.0,3.0,0.5,,6120.0,Africa
2022-05-17,127.0,Cameroon,119780,,1927.0,,117791.0,,62.0,13.0,4311.0,69.0,1751774.0,63051.0,27783297.0,232.0,14418.0,16.0,,,2.0,Africa
2022-05-17,128.0,Angola,99194,,1900.0,,97149.0,,145.0,,2852.0,55.0,1499795.0,43122.0,34780503.0,351.0,18306.0,23.0,,,4.0,Africa
2022-05-17,129.0,Malta,93758,76.0,716.0,2.0,90498.0,160.0,2544.0,4.0,211288.0,1614.0,1908998.0,4302006.0,443746.0,5.0,620.0,0.0,171.0,5.0,5733.0,Europe
2022-05-17,130.0,DRC,87633,,1338.0,,50930.0,,35365.0,,926.0,14.0,846704.0,8945.0,94659629.0,1080.0,70747.0,112.0,,,374.0,Unknown
2022-05-17,131.0,Senegal,86055,4.0,1966.0,,84069.0,5.0,20.0,,4898.0,112.0,1084267.0,61711.0,17570187.0,204.0,8937.0,16.0,0.2,,1.0,Africa
2022-05-17,132.0,Malawi,85898,3.0,2637.0,,82713.0,1.0,548.0,67.0,4283.0,131.0,579859.0,28913.0,20055632.0,233.0,7605.0,35.0,0.1,,27.0,Africa
2022-05-17,133.0,Ivory Coast,82020,12.0,799.0,,81197.0,12.0,24.0,,2972.0,29.0,1512972.0,54815.0,27601507.0,337.0,34545.0,18.0,0.4,,0.9,Africa
2022-05-17,134.0,French Guiana,81784,,397.0,,11254.0,,70133.0,1.0,261141.0,1268.0,631628.0,2016827.0,313179.0,4.0,789.0,0.0,,,223939.0,South America
2022-05-17,135.0,Suriname,80240,,1339.0,,49466.0,,29435.0,,134523.0,2245.0,236652.0,396748.0,596479.0,7.0,445.0,3.0,,,49348.0,South America
2022-05-17,136.0,Barbados,77767,403.0,435.0,1.0,73283.0,788.0,4049.0,,269992.0,1510.0,675234.0,2344286.0,288034.0,4.0,662.0,0.0,1399.0,3.0,14057.0,North America
2022-05-17,137.0,Channel Islands,75561,,174.0,,74803.0,,584.0,,427224.0,984.0,1252808.0,7083414.0,176865.0,2.0,1016.0,0.0,,,3302.0,Unknown
2022-05-17,138.0,French Polynesia,72847,11.0,649.0,,,,,7.0,256549.0,2286.0,,,283950.0,4.0,438.0,,39.0,,136285.0,Oceanic
2022-05-17,139.0,Eswatini,71934,67.0,1403.0,,69818.0,13.0,713.0,11.0,60824.0,1186.0,1022792.0,864818.0,1182667.0,16.0,843.0,1.0,57.0,,603.0,Africa
2022-05-17,140.0,Fiji,64824,8.0,862.0,,62875.0,,1087.0,,71344.0,949.0,520560.0,572917.0,908614.0,14.0,1054.0,2.0,9.0,,1196.0,Oceanic
2022-05-17,141.0,Madagascar,64276,,1393.0,,59370.0,,3513.0,6.0,2215.0,48.0,435827.0,15016.0,29024097.0,452.0,20836.0,67.0,,,121.0,Africa
2022-05-17,142.0,Guyana,64020,94.0,1228.0,,62346.0,12.0,446.0,,80664.0,1547.0,615100.0,775015.0,793662.0,12.0,646.0,1.0,118.0,,562.0,South America
2022-05-17,143.0,Sudan,62211,16.0,4937.0,1.0,,,,,1359.0,108.0,562941.0,12300.0,45766597.0,736.0,9270.0,81.0,0.3,0.02,370.0,Africa
2022-05-17,144.0,New Caledonia,61514,452.0,312.0,,60620.0,281.0,582.0,9.0,211650.0,1073.0,98964.0,340504.0,290640.0,5.0,932.0,3.0,1555.0,,2002.0,Oceanic
2022-05-17,145.0,Bhutan,59574,,21.0,,59509.0,,44.0,,75647.0,27.0,2303734.0,2925287.0,787524.0,13.0,37501.0,0.0,,,56.0,Asia
2022-05-17,146.0,Mauritania,58920,11.0,982.0,,57726.0,8.0,212.0,,12077.0,201.0,820657.0,168218.0,4878521.0,83.0,4968.0,6.0,2.0,,43.0,Africa
2022-05-17,147.0,Belize,58215,80.0,677.0,1.0,56834.0,26.0,704.0,6.0,141591.0,1647.0,553202.0,1345506.0,411148.0,7.0,607.0,1.0,195.0,2.0,1712.0,North America
2022-05-17,148.0,Cabo Verde,56127,,401.0,,55640.0,,86.0,23.0,98937.0,707.0,400982.0,706827.0,567299.0,10.0,1415.0,1.0,,,152.0,Africa
2022-05-17,149.0,Syria,55873,1.0,3150.0,,52558.0,16.0,165.0,,3054.0,172.0,146269.0,7994.0,18296802.0,327.0,5809.0,125.0,0.05,,9.0,Asia
2022-05-17,150.0,Gabon,47608,,304.0,,47297.0,,7.0,,20485.0,131.0,1594523.0,686086.0,2324087.0,49.0,7645.0,1.0,,,3.0,Africa
2022-05-17,151.0,Papua New Guinea,44394,,651.0,,43726.0,4.0,17.0,7.0,4792.0,70.0,249149.0,26893.0,9264460.0,209.0,14231.0,37.0,,,2.0,Oceanic
2022-05-17,152.0,Seychelles,43235,,167.0,,42553.0,,515.0,,434575.0,1679.0,,,99488.0,2.0,596.0,,,,5177.0,Africa
2022-05-17,153.0,Curaçao,43017,,275.0,,42203.0,,539.0,3.0,260157.0,1663.0,496693.0,3003889.0,165350.0,4.0,601.0,0.0,,,3260.0,North America
2022-05-17,154.0,Andorra,42572,416.0,153.0,,41757.0,736.0,662.0,14.0,549337.0,1974.0,249838.0,3223841.0,77497.0,2.0,507.0,0.0,5368.0,,8542.0,Europe
2022-05-17,155.0,Burundi,41530,,38.0,,,,,,3308.0,3.0,345742.0,27541.0,12553886.0,302.0,330365.0,36.0,,,3244.0,Africa
2022-05-17,156.0,Mauritius,37912,11.0,996.0,,36255.0,,661.0,,29718.0,781.0,358675.0,281155.0,1275721.0,34.0,1281.0,4.0,9.0,,518.0,Africa
2022-05-17,157.0,Mayotte,37523,,187.0,,2964.0,,34372.0,,131594.0,656.0,176919.0,620459.0,285142.0,8.0,1525.0,2.0,,,120543.0,Africa
2022-05-17,158.0,Togo,37029,3.0,273.0,,36736.0,2.0,20.0,,4285.0,32.0,736781.0,85255.0,8642092.0,233.0,31656.0,12.0,0.3,,2.0,Africa
2022-05-17,159.0,Guinea,36597,,442.0,,36113.0,,42.0,8.0,2652.0,32.0,660107.0,47834.0,13799838.0,377.0,31221.0,21.0,,,3.0,Africa
2022-05-17,160.0,Aruba,35693,,213.0,,35199.0,,281.0,,331673.0,1979.0,177885.0,1652976.0,107615.0,3.0,505.0,1.0,,,2611.0,North America
2022-05-17,161.0,Tanzania,35354,,840.0,,,,,7.0,562.0,13.0,,,62920125.0,1780.0,74905.0,,,,546.0,Africa
2022-05-17,162.0,Faeroe Islands,34658,,28.0,,,,,5.0,704273.0,569.0,778000.0,15809473.0,49211.0,1.0,1758.0,0.0,,,547378.0,Unknown
2022-05-17,163.0,Bahamas,34011,22.0,801.0,,32539.0,13.0,671.0,,84967.0,2001.0,233473.0,583270.0,400283.0,12.0,500.0,2.0,55.0,,1676.0,North America
2022-05-17,164.0,Lesotho,32910,,697.0,,24155.0,,8058.0,,15138.0,321.0,431221.0,198348.0,2174063.0,66.0,3119.0,5.0,,,3706.0,Africa
2022-05-17,165.0,Mali,31041,18.0,734.0,,30128.0,12.0,179.0,,1454.0,34.0,677372.0,31737.0,21343014.0,688.0,29078.0,32.0,0.8,,8.0,Africa
2022-05-17,166.0,Haiti,30725,,835.0,,29619.0,,271.0,,2634.0,72.0,132422.0,11354.0,11662920.0,380.0,13968.0,88.0,,,23.0,North America
2022-05-17,167.0,Isle of Man,28416,,105.0,,26794.0,,1517.0,,330896.0,1223.0,150753.0,1755473.0,85876.0,3.0,818.0,1.0,,,17665.0,Europe
2022-05-17,168.0,Benin,26952,,163.0,,25506.0,,1283.0,5.0,2119.0,13.0,604310.0,47517.0,12717823.0,472.0,78023.0,21.0,,,101.0,Africa
2022-05-17,169.0,Somalia,26521,3.0,1350.0,,13182.0,,11989.0,,1586.0,81.0,400466.0,23946.0,16723508.0,631.0,12388.0,42.0,0.2,,717.0,Africa
2022-05-17,170.0,Saint Lucia,24655,141.0,368.0,,23503.0,68.0,784.0,1.0,133127.0,1987.0,143281.0,773660.0,185199.0,8.0,503.0,1.0,761.0,,4233.0,North America
2022-05-17,171.0,Congo,24079,,385.0,,20178.0,,3516.0,,4171.0,67.0,347815.0,60254.0,5772438.0,240.0,14993.0,17.0,,,609.0,Africa
2022-05-17,172.0,Cayman Islands,23578,,28.0,,8553.0,,14997.0,1.0,351030.0,417.0,222773.0,3316654.0,67168.0,3.0,2399.0,0.0,,,223276.0,North America
2022-05-17,173.0,Timor-Leste,22890,,131.0,,22748.0,,11.0,,16763.0,96.0,265125.0,194163.0,1365478.0,60.0,10423.0,5.0,,,8.0,Unknown
2022-05-17,174.0,Burkina Faso,20853,,382.0,,20439.0,,32.0,,949.0,17.0,248995.0,11330.0,21976584.0,1054.0,57530.0,88.0,,,1.0,Africa
2022-05-17,175.0,Nicaragua,18491,,225.0,,4225.0,,14041.0,,2730.0,33.0,,,6772199.0,366.0,30099.0,,,,2073.0,North America
2022-05-17,176.0,Solomon Islands,18174,,146.0,,16357.0,,1671.0,2.0,25297.0,203.0,5117.0,7122.0,718428.0,40.0,4921.0,140.0,,,2326.0,Oceanic
2022-05-17,177.0,Gibraltar,18129,,102.0,,16579.0,,1448.0,,538400.0,3029.0,534283.0,15867278.0,33672.0,2.0,330.0,0.0,,,43003.0,Europe
2022-05-17,178.0,South Sudan,17551,1.0,138.0,,13514.0,,3899.0,1.0,1534.0,12.0,392400.0,34302.0,11439570.0,652.0,82895.0,29.0,0.09,,341.0,Africa
2022-05-17,179.0,Tajikistan,17388,,124.0,,17264.0,,0.0,,1749.0,12.0,,,9938840.0,572.0,80152.0,,,,,Asia
2022-05-17,180.0,Liechtenstein,17376,15.0,84.0,,17232.0,5.0,60.0,,453291.0,2191.0,102174.0,2665432.0,38333.0,2.0,456.0,0.0,391.0,,1565.0,Europe
2022-05-17,181.0,Grenada,16918,134.0,222.0,1.0,15327.0,449.0,1369.0,4.0,149057.0,1956.0,160339.0,1412678.0,113500.0,7.0,511.0,1.0,1181.0,9.0,12062.0,North America
2022-05-17,182.0,San Marino,16852,,115.0,,16454.0,,283.0,4.0,494701.0,3376.0,152231.0,4468839.0,34065.0,2.0,296.0,0.0,,,8308.0,Europe
2022-05-17,183.0,Equatorial Guinea,15910,,183.0,,15704.0,3.0,23.0,5.0,10683.0,123.0,320949.0,215506.0,1489284.0,94.0,8138.0,5.0,,,15.0,Africa
2022-05-17,184.0,Djibouti,15631,,189.0,,15427.0,,15.0,,15401.0,186.0,305941.0,301446.0,1014913.0,65.0,5370.0,3.0,,,15.0,Africa
2022-05-17,185.0,CAR,14649,,113.0,,6859.0,,7677.0,2.0,2937.0,23.0,81294.0,16301.0,4987055.0,340.0,44133.0,61.0,,,1539.0,Unknown
2022-05-17,186.0,Bermuda,14442,307.0,137.0,2.0,13945.0,281.0,360.0,,233512.0,2215.0,903163.0,14603182.0,61847.0,4.0,451.0,0.0,4964.0,32.0,5821.0,North America
2022-05-17,187.0,Dominica,13116,,63.0,,12465.0,,588.0,,181358.0,871.0,196777.0,2720883.0,72321.0,6.0,1148.0,0.0,,,8130.0,North America
2022-05-17,188.0,Samoa,12051,,24.0,,1605.0,,10422.0,4.0,59990.0,119.0,93905.0,467459.0,200884.0,17.0,8370.0,2.0,,,51881.0,Oceanic
2022-05-17,189.0,Monaco,12035,,54.0,,11922.0,,59.0,4.0,302668.0,1358.0,54960.0,1382189.0,39763.0,3.0,736.0,1.0,,,1484.0,Europe
2022-05-17,190.0,Gambia,11999,,365.0,,11591.0,,43.0,,4717.0,143.0,155686.0,61202.0,2543798.0,212.0,6969.0,16.0,,,17.0,Africa
2022-05-17,191.0,Greenland,11971,,21.0,,2761.0,,9189.0,4.0,210187.0,369.0,164926.0,2895776.0,56954.0,5.0,2712.0,0.0,,,161341.0,North America
2022-05-17,192.0,Yemen,11819,,2149.0,,9009.0,,661.0,23.0,381.0,69.0,265253.0,8541.0,31056210.0,2628.0,14451.0,117.0,,,21.0,Asia
2022-05-17,193.0,Tonga,11394,46.0,11.0,,10693.0,179.0,690.0,,105560.0,102.0,535009.0,4956587.0,107939.0,9.0,9813.0,0.0,426.0,,6392.0,Oceanic
2022-05-17,194.0,Saint Martin,10602,,63.0,,1399.0,,9140.0,7.0,265708.0,1579.0,112382.0,2816521.0,39901.0,4.0,633.0,0.0,,,229067.0,North America
2022-05-17,195.0,Sint Maarten,10189,,86.0,,10068.0,,35.0,10.0,232689.0,1964.0,62056.0,1417192.0,43788.0,4.0,509.0,1.0,,,799.0,Unknown
2022-05-17,196.0,Caribbean Netherlands,9986,,35.0,,9886.0,,65.0,,374288.0,1312.0,30126.0,1129160.0,26680.0,3.0,762.0,1.0,,,2436.0,Unknown
2022-05-17,197.0,Eritrea,9751,,103.0,,9633.0,,15.0,,2680.0,28.0,23693.0,6512.0,3638365.0,373.0,35324.0,154.0,,,4.0,Africa
2022-05-17,198.0,Niger,9031,18.0,310.0,,8628.0,49.0,93.0,1.0,349.0,12.0,254538.0,9848.0,25847107.0,2862.0,83378.0,102.0,0.7,,4.0,Africa
2022-05-17,199.0,Vanuatu,8612,104.0,14.0,,8240.0,44.0,358.0,,26863.0,44.0,24976.0,77907.0,320586.0,37.0,22899.0,13.0,324.0,,1117.0,Oceanic
2022-05-17,200.0,Guinea-Bissau,8240,18.0,171.0,,8011.0,1.0,58.0,6.0,4010.0,83.0,137045.0,66685.0,2055108.0,249.0,12018.0,15.0,9.0,,28.0,Africa
2022-05-17,201.0,Comoros,8100,,160.0,,7933.0,,7.0,,8957.0,177.0,,,904294.0,112.0,5652.0,,,,8.0,Africa
2022-05-17,202.0,Antigua and Barbuda,7855,60.0,138.0,1.0,7556.0,20.0,161.0,1.0,78986.0,1388.0,18901.0,190059.0,99448.0,13.0,721.0,5.0,603.0,10.0,1619.0,North America
2022-05-17,203.0,Sierra Leone,7682,,125.0,,,,,,928.0,15.0,259958.0,31393.0,8280804.0,1078.0,66246.0,32.0,,,331.0,Africa
2022-05-17,204.0,Liberia,7452,,294.0,,5747.0,,1411.0,2.0,1411.0,56.0,139824.0,26480.0,5280302.0,709.0,17960.0,38.0,,,267.0,Africa
2022-05-17,205.0,Chad,7415,,193.0,,4874.0,,2348.0,,428.0,11.0,191341.0,11055.0,17308432.0,2334.0,89681.0,90.0,,,136.0,Africa
2022-05-17,206.0,St. Vincent Grenadines,6818,17.0,106.0,,6641.0,,71.0,,61093.0,950.0,99236.0,889211.0,111600.0,16.0,1053.0,1.0,152.0,,636.0,Unknown
2022-05-17,207.0,British Virgin Islands,6573,,62.0,,,,,1.0,214748.0,2026.0,103637.0,3385945.0,30608.0,5.0,494.0,0.0,,,5064.0,North America
2022-05-17,208.0,Turks and Caicos,6097,51.0,36.0,,6026.0,63.0,35.0,4.0,153585.0,907.0,512050.0,12898635.0,39698.0,7.0,1103.0,0.0,1285.0,,882.0,North America
2022-05-17,209.0,Sao Tome and Principe,5973,,73.0,,5897.0,,3.0,,26338.0,322.0,29036.0,128035.0,226782.0,38.0,3107.0,8.0,,,13.0,Africa
2022-05-17,210.0,Saint Kitts and Nevis,5626,4.0,43.0,,5556.0,,27.0,,104371.0,798.0,70707.0,1311721.0,53904.0,10.0,1254.0,1.0,74.0,,501.0,North America
2022-05-17,211.0,Cook Islands,5508,65.0,1.0,,5401.0,60.0,106.0,,313061.0,57.0,17835.0,1013698.0,17594.0,3.0,17594.0,1.0,3694.0,,6025.0,Oceanic
2022-05-17,212.0,Palau,4936,,6.0,,4200.0,,730.0,1.0,270377.0,329.0,50415.0,2761558.0,18256.0,4.0,3043.0,0.0,,,39987.0,Oceanic
2022-05-17,213.0,St. Barth,4611,,6.0,,,,,,464210.0,604.0,78646.0,7917648.0,9933.0,2.0,1656.0,0.0,,,417095.0,Unknown
2022-05-17,214.0,Anguilla,3116,,9.0,,3042.0,,65.0,4.0,204274.0,590.0,51382.0,3368428.0,15254.0,5.0,1695.0,0.0,,,4261.0,North America
2022-05-17,215.0,Kiribati,3098,4.0,13.0,,2602.0,,483.0,3.0,25211.0,106.0,,,122882.0,40.0,9452.0,,33.0,,3931.0,Oceanic
2022-05-17,216.0,Saint Pierre Miquelon,2739,,1.0,,2449.0,,289.0,1.0,477095.0,174.0,23687.0,4125936.0,5741.0,2.0,5741.0,0.0,,,50340.0,Unknown
2022-05-17,217.0,Falkland Islands,1512,386.0,,,,,,,411989.0,,8632.0,2352044.0,3670.0,2.0,,0.0,105177.0,,378202.0,South America
2022-05-17,218.0,Montserrat,861,67.0,4.0,,552.0,124.0,305.0,,172269.0,800.0,11827.0,2366347.0,4998.0,6.0,1250.0,0.0,13405.0,,61024.0,North America
2022-05-17,219.0,Diamond Princess,712,,13.0,,699.0,,0.0,,,,,,,,,,,,,Unknown
2022-05-17,220.0,Wallis and Futuna,454,,7.0,,438.0,,9.0,,41766.0,644.0,20508.0,1886661.0,10870.0,24.0,1553.0,1.0,,,828.0,Oceanic
2022-05-17,221.0,Macao,82,,,,82.0,,0.0,,123.0,,5375.0,8072.0,665916.0,8121.0,,124.0,,,,Asia
2022-05-17,222.0,Vatican City,29,,,,29.0,,0.0,,36025.0,,,,805.0,28.0,,,,,,Unknown
2022-05-17,223.0,Marshall Islands,17,,,,14.0,,3.0,,284.0,,,,59938.0,3526.0,,,,,50.0,Oceanic
2022-05-17,224.0,Western Sahara,10,,1.0,,9.0,,0.0,,16.0,2.0,,,624842.0,62484.0,624842.0,,,,,Unknown
2022-05-17,225.0,MS Zaandam,9,,2.0,,7.0,,0.0,,,,,,,,,,,,,Unknown
2022-05-17,226.0,Niue,9,,,,9.0,,0.0,,5464.0,,,,1647.0,183.0,,,,,,Oceanic
2022-05-17,227.0,Nauru,8,,,,5.0,,3.0,,730.0,,,,10952.0,1369.0,,,,,274.0,Oceanic
2022-05-17,228.0,Micronesia,7,,,,1.0,,6.0,,60.0,,,,117282.0,16755.0,,,,,51.0,Oceanic
2022-05-17,229.0,Saint Helena,2,,,,2.0,,0.0,,327.0,,,,6111.0,3056.0,,,,,,Unknown
2022-05-18,,World,525543781,794007.0,6296979.0,1801.0,495328569.0,822928.0,23918233.0,38455.0,67422.0,807.8,,,,,,,,,,Unknown
2022-05-18,1.0,USA,84799040,88149.0,1028337.0,201.0,81491282.0,44141.0,2279421.0,2269.0,253401.0,3073.0,1020873035.0,3050623.0,334644090.0,4.0,325.0,0.0,263.0,0.6,6811.0,North America
2022-05-18,2.0,India,43131822,2259.0,524323.0,20.0,42592455.0,2614.0,15044.0,698.0,30689.0,373.0,845404172.0,601515.0,1405458235.0,33.0,2681.0,2.0,2.0,0.01,11.0,Asia
2022-05-18,3.0,Brazil,30752226,10415.0,665491.0,115.0,29746640.0,,340095.0,8318.0,142772.0,3090.0,63776166.0,296091.0,215394113.0,7.0,324.0,3.0,48.0,0.5,1579.0,South America
2022-05-18,4.0,France,29291146,27842.0,147715.0,67.0,28448155.0,52839.0,695276.0,1173.0,446890.0,2254.0,271490188.0,4142076.0,65544470.0,2.0,444.0,0.0,425.0,1.0,10608.0,Europe
2022-05-18,5.0,Germany,26013283,56446.0,138488.0,139.0,24425500.0,126500.0,1449295.0,944.0,308629.0,1643.0,122332384.0,1451387.0,84286530.0,3.0,609.0,1.0,670.0,2.0,17195.0,Europe
2022-05-18,6.0,UK,22232377,4882.0,177890.0,169.0,21774064.0,39871.0,280423.0,188.0,324300.0,2595.0,522526476.0,7622001.0,68555028.0,3.0,385.0,0.0,71.0,2.0,4090.0,Unknown
2022-05-18,7.0,Russia,18278617,4927.0,378072.0,97.0,17670628.0,5952.0,229917.0,2300.0,125152.0,2589.0,273400000.0,1871938.0,146051848.0,8.0,386.0,1.0,34.0,0.7,1574.0,Europe
2022-05-18,8.0,S. Korea,17889849,28105.0,23842.0,40.0,17251847.0,37740.0,614160.0,274.0,348377.0,464.0,15804065.0,307760.0,51351956.0,3.0,2154.0,3.0,547.0,0.8,11960.0,Unknown
2022-05-18,9.0,Italy,17178199,30310.0,165738.0,108.0,16119286.0,90017.0,893175.0,308.0,284902.0,2749.0,218805421.0,3628911.0,60295056.0,4.0,364.0,0.0,503.0,2.0,14813.0,Europe
2022-05-18,10.0,Turkey,15060112,1485.0,98918.0,4.0,14957668.0,1389.0,3526.0,975.0,175033.0,1150.0,161284037.0,1874488.0,86041641.0,6.0,870.0,1.0,17.0,0.05,41.0,Asia
2022-05-18,11.0,Spain,12179234,,105642.0,,11588576.0,,485016.0,339.0,260303.0,2258.0,471036328.0,10067299.0,46788750.0,4.0,443.0,0.0,,,10366.0,Europe
2022-05-18,12.0,Vietnam,10704524,1716.0,43073.0,1.0,9382881.0,9587.0,1278570.0,333.0,108147.0,435.0,85813173.0,866960.0,98981674.0,9.0,2298.0,1.0,17.0,0.01,12917.0,Asia
2022-05-18,13.0,Argentina,9135308,,128776.0,,8895999.0,,110533.0,300.0,198707.0,2801.0,35716069.0,776878.0,45973834.0,5.0,357.0,1.0,,,2404.0,South America
2022-05-18,14.0,Japan,8474651,41527.0,30175.0,53.0,8096825.0,45571.0,347651.0,110.0,67393.0,240.0,50996891.0,405541.0,125750222.0,15.0,4167.0,2.0,330.0,0.4,2765.0,Asia
2022-05-18,15.0,Netherlands,8074146,1442.0,22301.0,4.0,8004183.0,2496.0,47662.0,42.0,469263.0,1296.0,21107399.0,1226747.0,17205997.0,2.0,772.0,1.0,84.0,0.2,2770.0,Europe
2022-05-18,16.0,Iran,7229354,280.0,141253.0,9.0,7028491.0,1758.0,59610.0,731.0,84053.0,1642.0,51877878.0,603163.0,86009781.0,12.0,609.0,2.0,3.0,0.1,693.0,Asia
2022-05-18,17.0,Australia,6813906,54352.0,7976.0,50.0,6427331.0,56865.0,378599.0,119.0,261521.0,306.0,70968541.0,2723804.0,26054940.0,4.0,3267.0,0.0,2086.0,2.0,14531.0,Oceanic
2022-05-18,18.0,Colombia,6099111,543.0,139833.0,2.0,5930545.0,246.0,28733.0,342.0,117516.0,2694.0,34792844.0,670378.0,51900355.0,9.0,371.0,1.0,10.0,0.04,554.0,South America
2022-05-18,19.0,Indonesia,6051850,318.0,156510.0,12.0,5891574.0,384.0,3766.0,2771.0,21695.0,561.0,97850450.0,350782.0,278949805.0,46.0,1782.0,3.0,1.0,0.04,14.0,Asia
2022-05-18,20.0,Poland,6004786,359.0,116242.0,12.0,5335190.0,27.0,553354.0,981.0,158988.0,3078.0,36258589.0,960013.0,37768856.0,6.0,325.0,1.0,10.0,0.3,14651.0,Europe
2022-05-18,21.0,Mexico,5752441,,324617.0,,5050420.0,,377404.0,4798.0,43753.0,2469.0,15897804.0,120920.0,131474101.0,23.0,405.0,8.0,,,2871.0,North America
2022-05-18,22.0,Ukraine,5009301,,108497.0,,,,,177.0,115846.0,2509.0,19521252.0,451453.0,43240982.0,9.0,399.0,2.0,,,19490.0,Europe
2022-05-18,23.0,Malaysia,4485419,2124.0,35633.0,3.0,4419997.0,2303.0,29789.0,35.0,135331.0,1075.0,59480955.0,1794625.0,33143949.0,7.0,930.0,1.0,64.0,0.09,899.0,Asia
2022-05-18,24.0,Thailand,4394915,6305.0,29640.0,42.0,4305699.0,7567.0,59576.0,1496.0,62669.0,423.0,17270775.0,246273.0,70128552.0,16.0,2366.0,4.0,90.0,0.6,850.0,Asia
2022-05-18,25.0,Austria,4225674,3293.0,18328.0,8.0,4156309.0,4753.0,51037.0,58.0,464217.0,2013.0,185987121.0,20431843.0,9102807.0,2.0,497.0,0.0,362.0,0.9,5607.0,Europe
2022-05-18,26.0,Belgium,4134293,2232.0,31675.0,6.0,3967010.0,5099.0,135608.0,105.0,353835.0,2711.0,33947485.0,2905406.0,11684249.0,3.0,369.0,0.0,191.0,0.5,11606.0,Europe
2022-05-18,27.0,Israel,4117079,2112.0,10826.0,14.0,4083611.0,,22642.0,150.0,441462.0,1161.0,41373364.0,4436346.0,9326000.0,2.0,861.0,0.0,226.0,2.0,2428.0,Asia
2022-05-18,28.0,Portugal,4066674,,22583.0,,,,,61.0,401015.0,2227.0,42123558.0,4153811.0,10140942.0,2.0,449.0,0.0,,,115168.0,Europe
2022-05-18,29.0,Czechia,3917294,356.0,40262.0,3.0,3873466.0,170.0,3566.0,8.0,364527.0,3747.0,55347575.0,5150408.0,10746251.0,3.0,267.0,0.0,33.0,0.3,332.0,Europe
2022-05-18,30.0,South Africa,3915258,7238.0,100898.0,31.0,3733569.0,6607.0,80791.0,192.0,64490.0,1662.0,24992827.0,411665.0,60711507.0,16.0,602.0,2.0,119.0,0.5,1331.0,Africa
2022-05-18,31.0,Canada,3842433,7546.0,40627.0,240.0,3511781.0,2207.0,290025.0,370.0,100160.0,1059.0,61642137.0,1606813.0,38362980.0,10.0,944.0,1.0,197.0,6.0,7560.0,North America
2022-05-18,32.0,Philippines,3688294,194.0,60452.0,,3625704.0,297.0,2138.0,480.0,32838.0,538.0,29943879.0,266601.0,112317196.0,30.0,1858.0,4.0,2.0,,19.0,Asia
2022-05-18,33.0,Switzerland,3642604,,13934.0,,3564207.0,1781.0,64463.0,71.0,415189.0,1588.0,20991820.0,2392677.0,8773363.0,2.0,630.0,0.0,,,7348.0,Europe
2022-05-18,34.0,Chile,3623889,6939.0,57767.0,13.0,3474895.0,1099.0,91227.0,147.0,186567.0,2974.0,37888654.0,1950605.0,19424051.0,5.0,336.0,1.0,357.0,0.7,4697.0,South America
2022-05-18,35.0,Peru,3574182,444.0,213077.0,8.0,,,,196.0,105640.0,6298.0,30358848.0,897302.0,33833487.0,9.0,159.0,1.0,13.0,0.2,48486.0,South America
2022-05-18,36.0,Greece,3410481,3928.0,29642.0,23.0,3328965.0,4678.0,51874.0,160.0,330231.0,2870.0,81638554.0,7904919.0,10327563.0,3.0,348.0,0.0,380.0,2.0,5023.0,Europe
2022-05-18,37.0,Denmark,2979238,608.0,6312.0,8.0,2963698.0,800.0,9228.0,11.0,510978.0,1083.0,127377418.0,21846860.0,5830468.0,2.0,924.0,0.0,104.0,1.0,1583.0,Europe
2022-05-18,38.0,Romania,2905055,467.0,65640.0,3.0,,,,125.0,152922.0,3455.0,23024767.0,1212021.0,18997008.0,7.0,289.0,1.0,25.0,0.2,12252.0,Europe
2022-05-18,39.0,Sweden,2506607,,18908.0,,2478858.0,565.0,8841.0,7.0,245327.0,1851.0,18573144.0,1817794.0,10217408.0,4.0,540.0,1.0,,,865.0,Europe
2022-05-18,40.0,Iraq,2326965,113.0,25216.0,,2300511.0,130.0,1238.0,11.0,55516.0,602.0,18546470.0,442475.0,41915340.0,18.0,1662.0,2.0,3.0,,30.0,Asia
2022-05-18,41.0,Serbia,2014317,334.0,16057.0,2.0,1990640.0,858.0,7620.0,10.0,232295.0,1852.0,9632413.0,1110831.0,8671359.0,4.0,540.0,1.0,39.0,0.2,879.0,Europe
2022-05-18,42.0,DPRK,1978230,262280.0,63.0,1.0,1238000.0,213280.0,740167.0,,76113.0,2.0,,,25990762.0,13.0,412552.0,,10091.0,0.04,28478.0,Unknown
2022-05-18,43.0,Bangladesh,1953138,35.0,29127.0,,1900354.0,216.0,23657.0,1259.0,11642.0,174.0,14071400.0,83874.0,167767559.0,86.0,5760.0,12.0,0.2,,141.0,Asia
2022-05-18,44.0,Hungary,1914697,,46446.0,,1830803.0,,37448.0,21.0,199150.0,4831.0,11394556.0,1185163.0,9614340.0,5.0,207.0,1.0,,,3895.0,Europe
