Date,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Continent
2022-05-11,192.0,Samoa,11045,,23.0,,1605.0,,9417.0,4.0,54988.0,115.0,82612.0,411287.0,200862.0,18.0,8733.0,2.0,,,46883.0,Oceanic
2022-05-11,193.0,Saint Martin,10602,65.0,63.0,,1399.0,,9140.0,7.0,265781.0,1579.0,112382.0,2817298.0,39890.0,4.0,633.0,0.0,1629.0,,229130.0,North America
2022-05-11,194.0,Sint Maarten,10123,,86.0,,9985.0,,52.0,10.0,231224.0,1964.0,62056.0,1417451.0,43780.0,4.0,509.0,1.0,,,1188.0,Unknown
2022-05-11,195.0,Caribbean Netherlands,9903,,35.0,,9819.0,,49.0,,371233.0,1312.0,30126.0,1129330.0,26676.0,3.0,762.0,1.0,,,1837.0,Unknown
2022-05-11,196.0,Eritrea,9740,2.0,103.0,,9632.0,1.0,5.0,,2678.0,28.0,23693.0,6513.0,3637560.0,373.0,35316.0,154.0,0.5,,1.0,Africa
2022-05-11,197.0,Niger,9010,5.0,310.0,1.0,8577.0,9.0,123.0,1.0,349.0,12.0,252882.0,9789.0,25832654.0,2867.0,83331.0,102.0,0.2,0.04,5.0,Africa
2022-05-11,198.0,Vanuatu,8241,97.0,14.0,,7725.0,50.0,502.0,,25716.0,44.0,24976.0,77936.0,320468.0,39.0,22891.0,13.0,303.0,,1566.0,Oceanic
2022-05-11,199.0,Guinea-Bissau,8215,,171.0,,8005.0,,39.0,6.0,3999.0,83.0,135939.0,66171.0,2054344.0,250.0,12014.0,15.0,,,19.0,Africa
2022-05-11,200.0,Comoros,8100,,160.0,,7933.0,,7.0,,8960.0,177.0,,,903990.0,112.0,5650.0,,,,8.0,Africa
2022-05-11,201.0,Antigua and Barbuda,7721,,137.0,,7511.0,,73.0,1.0,77649.0,1378.0,18901.0,190084.0,99435.0,13.0,726.0,5.0,,,734.0,North America
2022-05-11,202.0,Sierra Leone,7682,,125.0,,,,,,928.0,15.0,259958.0,31403.0,8278140.0,1078.0,66225.0,32.0,,,331.0,Africa
2022-05-11,203.0,Liberia,7451,17.0,294.0,,5747.0,,1410.0,2.0,1412.0,56.0,139824.0,26490.0,5278348.0,708.0,17954.0,38.0,3.0,,267.0,Africa
2022-05-11,204.0,Chad,7414,,193.0,,4874.0,,2347.0,,429.0,11.0,191341.0,11060.0,17300674.0,2334.0,89641.0,90.0,,,136.0,Africa
2022-05-11,205.0,St. Vincent Grenadines,6794,2.0,106.0,,6641.0,,47.0,,60881.0,950.0,99121.0,888229.0,111594.0,16.0,1053.0,1.0,18.0,,421.0,Unknown
2022-05-11,206.0,British Virgin Islands,6573,106.0,62.0,,,,,1.0,214769.0,2026.0,103637.0,3386277.0,30605.0,5.0,494.0,0.0,3463.0,,5065.0,North America
2022-05-11,207.0,Turks and Caicos,6046,,36.0,,5963.0,,47.0,4.0,152331.0,907.0,505354.0,12732527.0,39690.0,7.0,1103.0,0.0,,,1184.0,North America
2022-05-11,208.0,Sao Tome and Principe,5970,,73.0,,5891.0,,6.0,,26333.0,322.0,29036.0,128073.0,226715.0,38.0,3106.0,8.0,,,26.0,Africa
2022-05-11,209.0,Saint Kitts and Nevis,5600,4.0,43.0,,5540.0,4.0,17.0,,103900.0,798.0,70707.0,1311867.0,53898.0,10.0,1253.0,1.0,74.0,,315.0,North America
2022-05-11,210.0,Cook Islands,5390,23.0,1.0,,5274.0,44.0,115.0,,306354.0,57.0,17419.0,990053.0,17594.0,3.0,17594.0,1.0,1307.0,,6536.0,Oceanic
2022-05-11,211.0,Palau,4782,,6.0,,4087.0,,689.0,1.0,261970.0,329.0,47272.0,2589679.0,18254.0,4.0,3042.0,0.0,,,37745.0,Oceanic
2022-05-11,212.0,St. Barth,4611,36.0,6.0,,,,,,464210.0,604.0,78646.0,7917648.0,9933.0,2.0,1656.0,0.0,3624.0,,417095.0,Unknown
2022-05-11,213.0,Kiribati,3093,,13.0,,2602.0,,478.0,3.0,25177.0,106.0,,,122852.0,40.0,9450.0,,,,3891.0,Oceanic
2022-05-11,214.0,Anguilla,2984,,9.0,,2916.0,,59.0,4.0,195646.0,590.0,51382.0,3368870.0,15252.0,5.0,1695.0,0.0,,,3868.0,North America
2022-05-11,215.0,Saint Pierre Miquelon,2739,,1.0,,2449.0,,289.0,1.0,477095.0,174.0,23687.0,4125936.0,5741.0,2.0,5741.0,0.0,,,50340.0,Unknown
2022-05-11,216.0,Falkland Islands,1126,734.0,,,,,,,306979.0,,8632.0,2353326.0,3668.0,3.0,,0.0,200109.0,,273173.0,South America
2022-05-11,217.0,Montserrat,747,94.0,2.0,,390.0,77.0,355.0,,149460.0,400.0,11238.0,2248499.0,4998.0,7.0,2499.0,0.0,18808.0,,71028.0,North America
2022-05-11,218.0,Diamond Princess,712,,13.0,,699.0,,0.0,,,,,,,,,,,,,Unknown
2022-05-11,219.0,Wallis and Futuna,454,,7.0,,438.0,,9.0,,41751.0,644.0,20508.0,1885967.0,10874.0,24.0,1553.0,1.0,,,828.0,Oceanic
2022-05-11,220.0,Macao,82,,,,82.0,,0.0,,123.0,,5375.0,8073.0,665771.0,8119.0,,124.0,,,,Asia
2022-05-11,221.0,Vatican City,29,,,,29.0,,0.0,,36025.0,,,,805.0,28.0,,,,,,Unknown
2022-05-11,222.0,Marshall Islands,17,,,,14.0,,3.0,,284.0,,,,59932.0,3525.0,,,,,50.0,Oceanic
2022-05-11,223.0,Western Sahara,10,,1.0,,9.0,,0.0,,16.0,2.0,,,624600.0,62460.0,624600.0,,,,,Unknown
2022-05-11,224.0,MS Zaandam,9,,2.0,,7.0,,0.0,,,,,,,,,,,,,Unknown
2022-05-11,225.0,Niue,9,,,,8.0,,1.0,,5468.0,,,,1646.0,183.0,,,,,608.0,Oceanic
2022-05-11,226.0,Micronesia,7,,,,1.0,,6.0,,60.0,,,,117262.0,16752.0,,,,,51.0,Oceanic
2022-05-11,227.0,Nauru,7,,,,4.0,,3.0,,639.0,,,,10950.0,1564.0,,,,,274.0,Oceanic
2022-05-11,228.0,Saint Helena,2,,,,2.0,,0.0,,327.0,,,,6111.0,3056.0,,,,,,Unknown
2022-05-12,,World,520279259,537040.0,6286535.0,1689.0,474954186.0,474697.0,39038538.0,39164.0,66747.0,806.5,,,,,,,,,,Unknown
2022-05-12,1.0,USA,84174521,87595.0,1026527.0,272.0,81204934.0,41245.0,1943060.0,1936.0,251558.0,3068.0,1016652419.0,3038299.0,334612330.0,4.0,326.0,0.0,262.0,0.8,5807.0,North America
2022-05-12,2.0,India,43119112,2512.0,524201.0,11.0,42576815.0,3355.0,18096.0,698.0,30685.0,373.0,842458167.0,599514.0,1405235993.0,33.0,2681.0,2.0,2.0,0.01,13.0,Asia
2022-05-12,3.0,Brazil,30664739,25609.0,664830.0,130.0,29711738.0,7834.0,288171.0,8318.0,142382.0,3087.0,63776166.0,296125.0,215369381.0,7.0,324.0,3.0,119.0,0.6,1338.0,South America
2022-05-12,4.0,France,29130343,32773.0,147257.0,98.0,28097818.0,80487.0,885268.0,1329.0,444452.0,2247.0,271490188.0,4142225.0,65542109.0,2.0,445.0,0.0,500.0,1.0,13507.0,Europe
2022-05-12,5.0,Germany,25733580,67670.0,137809.0,181.0,23875700.0,71100.0,1720071.0,1279.0,305327.0,1635.0,122332384.0,1451463.0,84282150.0,3.0,612.0,1.0,803.0,2.0,20408.0,Europe
2022-05-12,6.0,UK,22159805,190.0,176708.0,,21657770.0,19614.0,325327.0,253.0,323269.0,2578.0,519264096.0,7575058.0,68549194.0,3.0,388.0,0.0,3.0,,4746.0,Unknown
2022-05-12,7.0,Russia,18250290,4896.0,377464.0,105.0,17633601.0,7257.0,239225.0,2300.0,124958.0,2584.0,273400000.0,1871951.0,146050826.0,8.0,387.0,1.0,34.0,0.7,1638.0,Europe
2022-05-12,8.0,S. Korea,17727086,32409.0,23606.0,52.0,,,,347.0,345212.0,460.0,15804065.0,307764.0,51351235.0,3.0,2175.0,3.0,631.0,1.0,325873.0,Unknown
2022-05-12,9.0,Italy,16994105,38799.0,165091.0,115.0,15820859.0,49734.0,1008155.0,341.0,281842.0,2738.0,217395343.0,3605438.0,60296507.0,4.0,365.0,0.0,643.0,2.0,16720.0,Europe
2022-05-12,10.0,Turkey,15051761,1534.0,98885.0,7.0,14949593.0,1673.0,3283.0,975.0,174966.0,1149.0,160495172.0,1865642.0,86026772.0,6.0,870.0,1.0,18.0,0.08,38.0,Asia
2022-05-12,11.0,Spain,12127122,22744.0,105444.0,107.0,11548089.0,8575.0,473589.0,339.0,259190.0,2254.0,471036328.0,10067363.0,46788454.0,4.0,444.0,0.0,486.0,2.0,10122.0,Europe
2022-05-12,12.0,Vietnam,10693141,2227.0,43063.0,,9344029.0,9065.0,1306049.0,333.0,108047.0,435.0,85809483.0,867049.0,98967331.0,9.0,2298.0,1.0,23.0,,13197.0,Asia
2022-05-12,13.0,Argentina,9101319,,128729.0,,8895999.0,,76591.0,372.0,197997.0,2800.0,35716069.0,776993.0,45967042.0,5.0,357.0,1.0,,,1666.0,South America
2022-05-12,14.0,Japan,8260356,42378.0,29974.0,39.0,7890937.0,26178.0,339445.0,159.0,65685.0,238.0,50175204.0,398987.0,125756541.0,15.0,4196.0,3.0,337.0,0.3,2699.0,Asia
2022-05-12,15.0,Netherlands,8067116,1273.0,22292.0,,7984457.0,4939.0,60367.0,55.0,468872.0,1296.0,21107399.0,1226791.0,17205377.0,2.0,772.0,1.0,74.0,,3509.0,Europe
2022-05-12,16.0,Iran,7227428,385.0,141209.0,8.0,7016677.0,1894.0,69542.0,763.0,84048.0,1642.0,51622353.0,600315.0,85992158.0,12.0,609.0,2.0,4.0,0.09,809.0,Asia
2022-05-12,17.0,Australia,6501639,52083.0,7721.0,51.0,6121919.0,40836.0,371999.0,123.0,249582.0,296.0,70430417.0,2703653.0,26050091.0,4.0,3374.0,0.0,1999.0,2.0,14280.0,Oceanic
2022-05-12,18.0,Colombia,6095316,,139821.0,,5928829.0,,26666.0,342.0,117463.0,2694.0,34675581.0,668233.0,51891469.0,9.0,371.0,1.0,,,514.0,South America
2022-05-12,19.0,Indonesia,6050211,335.0,156448.0,10.0,5888825.0,254.0,4938.0,2771.0,21693.0,561.0,97115043.0,348204.0,278902419.0,46.0,1783.0,3.0,1.0,0.04,18.0,Asia
2022-05-12,20.0,Poland,6002863,469.0,116186.0,11.0,5335070.0,24.0,551607.0,981.0,158934.0,3076.0,36208054.0,958658.0,37769533.0,6.0,325.0,1.0,12.0,0.3,14605.0,Europe
2022-05-12,21.0,Mexico,5745652,,324465.0,,5044893.0,,376294.0,4798.0,43709.0,2468.0,15855490.0,120618.0,131451908.0,23.0,405.0,8.0,,,2863.0,North America
2022-05-12,22.0,Ukraine,5006460,,108449.0,,,,,177.0,115769.0,2508.0,19521252.0,451408.0,43245267.0,9.0,399.0,2.0,,,19424.0,Europe
2022-05-12,23.0,Malaysia,4473500,3029.0,35607.0,5.0,4409159.0,1116.0,28734.0,42.0,135000.0,1075.0,59212377.0,1786888.0,33137151.0,7.0,931.0,1.0,91.0,0.2,867.0,Asia
2022-05-12,24.0,Thailand,4361016,7779.0,29370.0,56.0,4255785.0,9286.0,75861.0,1496.0,62189.0,419.0,17270775.0,246283.0,70125689.0,16.0,2388.0,4.0,111.0,0.8,1082.0,Asia
2022-05-12,25.0,Austria,4205380,4555.0,18296.0,5.0,4124821.0,5731.0,62263.0,65.0,462030.0,2010.0,184874698.0,20311513.0,9101966.0,2.0,497.0,0.0,500.0,0.5,6841.0,Europe
2022-05-12,26.0,Belgium,4116397,,31613.0,,3935161.0,22910.0,149623.0,117.0,352328.0,2706.0,33846023.0,2896927.0,11683424.0,3.0,370.0,0.0,,,12806.0,Europe
2022-05-12,27.0,Israel,4104286,2254.0,10749.0,,4077746.0,4260.0,15791.0,150.0,440091.0,1153.0,41373364.0,4436346.0,9326000.0,2.0,868.0,0.0,242.0,,1693.0,Asia
2022-05-12,28.0,Portugal,3935932,,22420.0,,,,,61.0,388104.0,2211.0,41810659.0,4122759.0,10141427.0,3.0,452.0,0.0,,,102287.0,Europe
2022-05-12,29.0,Czechia,3915233,520.0,40245.0,1.0,3869200.0,2041.0,5788.0,15.0,364346.0,3745.0,55312880.0,5147334.0,10745927.0,3.0,267.0,0.0,48.0,0.09,539.0,Europe
2022-05-12,30.0,South Africa,3879434,8349.0,100744.0,114.0,3702416.0,5685.0,76274.0,192.0,63912.0,1660.0,24841314.0,409252.0,60699249.0,16.0,603.0,2.0,138.0,2.0,1257.0,Africa
2022-05-12,31.0,Canada,3819771,3281.0,40217.0,56.0,3497491.0,2255.0,282063.0,423.0,99583.0,1048.0,61436458.0,1601678.0,38357561.0,10.0,954.0,1.0,86.0,1.0,7354.0,North America
2022-05-12,32.0,Philippines,3687748,181.0,60455.0,3.0,3624171.0,233.0,3122.0,289.0,32840.0,538.0,29806193.0,265432.0,112293283.0,30.0,1857.0,4.0,2.0,0.03,28.0,Asia
2022-05-12,33.0,Switzerland,3631881,,13882.0,,3540271.0,7221.0,77728.0,78.0,414016.0,1582.0,20927607.0,2385639.0,8772327.0,2.0,632.0,0.0,,,8861.0,Europe
2022-05-12,34.0,Chile,3595968,4871.0,57697.0,17.0,3461120.0,2909.0,77151.0,171.0,185155.0,2971.0,37581991.0,1935085.0,19421364.0,5.0,337.0,1.0,251.0,0.9,3972.0,South America
2022-05-12,35.0,Peru,3571516,355.0,213013.0,13.0,,,,248.0,105585.0,6297.0,30199570.0,892793.0,33825955.0,9.0,159.0,1.0,10.0,0.4,48420.0,South America
2022-05-12,36.0,Greece,3384982,4388.0,29521.0,30.0,3299132.0,4681.0,56329.0,178.0,327736.0,2858.0,81097651.0,7851913.0,10328394.0,3.0,350.0,0.0,425.0,3.0,5454.0,Europe
2022-05-12,37.0,Denmark,2975820,712.0,6278.0,7.0,2958933.0,856.0,10609.0,12.0,510421.0,1077.0,127333329.0,21840549.0,5830134.0,2.0,929.0,0.0,122.0,1.0,1820.0,Europe
2022-05-12,38.0,Romania,2902270,588.0,65600.0,5.0,,,,150.0,152758.0,3453.0,22929039.0,1206849.0,18999100.0,7.0,290.0,1.0,31.0,0.3,12106.0,Europe
2022-05-12,39.0,Sweden,2504894,,18864.0,,2476511.0,,9519.0,9.0,245184.0,1846.0,18553837.0,1816088.0,10216378.0,4.0,542.0,1.0,,,932.0,Europe
2022-05-12,40.0,Iraq,2326288,126.0,25216.0,,2299796.0,128.0,1276.0,10.0,55519.0,602.0,18521636.0,442038.0,41900507.0,18.0,1662.0,2.0,3.0,,30.0,Asia
2022-05-12,41.0,Serbia,2012270,445.0,16045.0,3.0,1986311.0,697.0,9914.0,15.0,232044.0,1850.0,9586620.0,1105477.0,8671933.0,4.0,540.0,1.0,51.0,0.3,1143.0,Europe
2022-05-12,42.0,Bangladesh,1952957,18.0,29127.0,,1898630.0,27.0,25200.0,1273.0,11643.0,174.0,14043672.0,83723.0,167740682.0,86.0,5759.0,12.0,0.1,,150.0,Asia
2022-05-12,43.0,Hungary,1909948,,46343.0,,1821435.0,,42170.0,29.0,198648.0,4820.0,11394556.0,1185113.0,9614740.0,5.0,207.0,1.0,,,4386.0,Europe
2022-05-12,44.0,Slovakia,1786579,251.0,20018.0,7.0,1760011.0,917.0,6550.0,30.0,326939.0,3663.0,7123790.0,1303635.0,5464560.0,3.0,273.0,1.0,46.0,1.0,1199.0,Europe
2022-05-12,45.0,Jordan,1694216,,14048.0,,1678941.0,,1227.0,124.0,163039.0,1352.0,16670254.0,1604220.0,10391503.0,6.0,740.0,1.0,,,118.0,Asia
2022-05-12,46.0,Georgia,1655221,,16811.0,,1637293.0,,1117.0,,416415.0,4229.0,16920079.0,4256700.0,3974929.0,2.0,236.0,0.0,,,281.0,Asia
2022-05-12,47.0,Ireland,1535451,524.0,7203.0,27.0,1497973.0,4238.0,30275.0,28.0,304631.0,1429.0,12144747.0,2409500.0,5040359.0,3.0,700.0,0.0,104.0,5.0,6007.0,Europe
2022-05-12,48.0,Pakistan,1529080,93.0,30376.0,,1494141.0,,4563.0,115.0,6681.0,133.0,28316825.0,123726.0,228867052.0,150.0,7534.0,8.0,0.4,,20.0,Asia
2022-05-12,49.0,Norway,1429630,277.0,3061.0,,,,,20.0,259929.0,557.0,11002430.0,2000414.0,5500076.0,4.0,1797.0,0.0,50.0,,243200.0,Europe
2022-05-12,50.0,Kazakhstan,1305631,11.0,13661.0,,1291411.0,23.0,559.0,24.0,68022.0,712.0,11575012.0,603042.0,19194373.0,15.0,1405.0,2.0,0.6,,29.0,Asia
2022-05-12,51.0,Singapore,1236850,4291.0,1362.0,1.0,1158385.0,,77103.0,6.0,208367.0,229.0,23767171.0,4003965.0,5935909.0,5.0,4358.0,0.0,723.0,0.2,12989.0,Asia
2022-05-12,52.0,Hong Kong,1207963,298.0,9359.0,3.0,,,,5.0,158732.0,1230.0,44972952.0,5909645.0,7610094.0,6.0,813.0,0.0,39.0,0.4,155763.0,Asia
2022-05-12,53.0,Morocco,1165625,73.0,16071.0,,1149003.0,39.0,551.0,293.0,30899.0,426.0,11237010.0,297873.0,37724142.0,32.0,2347.0,3.0,2.0,,15.0,Africa
2022-05-12,54.0,Bulgaria,1161351,313.0,37043.0,8.0,1014280.0,7611.0,110028.0,56.0,169511.0,5407.0,9921119.0,1448084.0,6851202.0,6.0,185.0,1.0,46.0,1.0,16060.0,Europe
2022-05-12,55.0,Croatia,1130562,726.0,15920.0,8.0,1110059.0,916.0,4583.0,17.0,278587.0,3923.0,4832076.0,1190695.0,4058199.0,4.0,255.0,1.0,179.0,2.0,1129.0,Europe
2022-05-12,56.0,Cuba,1104393,77.0,8529.0,,1095369.0,98.0,495.0,23.0,97615.0,754.0,12920253.0,1141995.0,11313760.0,10.0,1327.0,1.0,7.0,,44.0,North America
2022-05-12,57.0,Lebanon,1097820,20.0,10405.0,1.0,1084400.0,,3015.0,186.0,162193.0,1537.0,4795578.0,708502.0,6768615.0,6.0,651.0,1.0,3.0,0.1,445.0,Asia
2022-05-12,58.0,Finland,1069740,,4284.0,,,,,21.0,192513.0,771.0,10832080.0,1949364.0,5556726.0,5.0,1297.0,1.0,,,183463.0,Europe
2022-05-12,59.0,Lithuania,1060428,149.0,9126.0,,1032054.0,465.0,19248.0,11.0,399906.0,3442.0,9954903.0,3754172.0,2651691.0,3.0,291.0,0.0,56.0,,7259.0,Europe
2022-05-12,60.0,Tunisia,1041197,,28575.0,,,,,29.0,86416.0,2372.0,4592916.0,381199.0,12048599.0,12.0,422.0,3.0,,,-1173.08,Africa
2022-05-12,61.0,New Zealand,1030733,7528.0,892.0,29.0,976483.0,7404.0,53358.0,,206060.0,178.0,7123862.0,1424174.0,5002100.0,5.0,5608.0,1.0,1505.0,6.0,10667.0,Oceanic
2022-05-12,62.0,Slovenia,1018915,592.0,6619.0,2.0,1002589.0,1266.0,9707.0,13.0,489988.0,3183.0,2656926.0,1277694.0,2079469.0,2.0,314.0,1.0,285.0,1.0,4668.0,Europe
2022-05-12,63.0,Belarus,982867,,6978.0,,,,,,104078.0,739.0,13220483.0,1399949.0,9443543.0,10.0,1353.0,1.0,,,5014.0,Europe
2022-05-12,64.0,Nepal,978989,7.0,11952.0,,966873.0,16.0,164.0,,32512.0,397.0,5665922.0,188167.0,30111215.0,31.0,2519.0,5.0,0.2,,5.0,Asia
2022-05-12,65.0,Bolivia,905994,174.0,21926.0,,863219.0,206.0,20849.0,220.0,75694.0,1832.0,2705422.0,226034.0,11969119.0,13.0,546.0,4.0,15.0,,1742.0,South America
2022-05-12,66.0,Uruguay,902540,,7213.0,,892434.0,,2893.0,18.0,258155.0,2063.0,6114822.0,1749032.0,3496118.0,4.0,485.0,1.0,,,827.0,South America
2022-05-12,67.0,UAE,901809,369.0,2302.0,,885537.0,250.0,13970.0,,89177.0,228.0,158680414.0,15691319.0,10112624.0,11.0,4393.0,0.0,36.0,,1381.0,Unknown
2022-05-12,68.0,Ecuador,872268,269.0,35607.0,1.0,,,,759.0,48082.0,1963.0,2470170.0,136163.0,18141230.0,21.0,509.0,7.0,15.0,0.06,21651.0,South America
2022-05-12,69.0,Costa Rica,866164,,8444.0,,841683.0,,16037.0,48.0,167193.0,1630.0,4401922.0,849689.0,5180626.0,6.0,614.0,1.0,,,3096.0,North America
2022-05-12,70.0,Guatemala,851877,662.0,17792.0,20.0,831794.0,632.0,2291.0,5.0,45968.0,960.0,4543522.0,245175.0,18531763.0,22.0,1042.0,4.0,36.0,1.0,124.0,North America
2022-05-12,71.0,Latvia,825699,229.0,5798.0,2.0,816253.0,410.0,3648.0,6.0,446944.0,3138.0,7217715.0,3906887.0,1847434.0,2.0,319.0,0.0,124.0,1.0,1975.0,Europe
2022-05-12,72.0,Panama,803223,3248.0,8202.0,3.0,771367.0,1004.0,23654.0,16.0,180863.0,1847.0,6005884.0,1352352.0,4441067.0,6.0,541.0,1.0,731.0,0.7,5326.0,North America
2022-05-12,73.0,Azerbaijan,792638,,9709.0,,782869.0,,60.0,,76887.0,942.0,6838458.0,663340.0,10309133.0,13.0,1062.0,2.0,,,6.0,Asia
2022-05-12,74.0,Saudi Arabia,758361,559.0,9111.0,1.0,743309.0,210.0,5941.0,60.0,21170.0,254.0,42099496.0,1175240.0,35822040.0,47.0,3932.0,1.0,16.0,0.03,166.0,Asia
2022-05-12,75.0,Sri Lanka,663655,23.0,16511.0,1.0,646156.0,2.0,988.0,,30753.0,765.0,6486117.0,300558.0,21580218.0,33.0,1307.0,3.0,1.0,0.05,46.0,Asia
2022-05-12,76.0,Paraguay,649718,,18872.0,,624673.0,,6173.0,2.0,89058.0,2587.0,2633737.0,361010.0,7295466.0,11.0,387.0,3.0,,,846.0,South America
2022-05-12,77.0,Kuwait,632074,,2555.0,,629114.0,,405.0,3.0,144046.0,582.0,8071763.0,1839503.0,4388014.0,7.0,1717.0,1.0,,,92.0,Asia
2022-05-12,78.0,Taiwan,623560,52701.0,1009.0,41.0,46143.0,,576408.0,,26094.0,42.0,15820952.0,662049.0,23896938.0,38.0,23684.0,2.0,2205.0,2.0,24121.0,Asia
2022-05-12,79.0,Myanmar,613116,28.0,19434.0,,592073.0,61.0,1609.0,,11130.0,353.0,8068209.0,146460.0,55088138.0,90.0,2835.0,7.0,0.5,,29.0,Asia
2022-05-12,80.0,Palestine,582119,,5353.0,,576684.0,,82.0,17.0,109382.0,1006.0,3078533.0,578467.0,5321878.0,9.0,994.0,2.0,,,15.0,Asia
2022-05-12,81.0,Dominican Republic,580336,135.0,4376.0,,575485.0,183.0,475.0,1.0,52518.0,396.0,3304458.0,299040.0,11050213.0,19.0,2525.0,3.0,12.0,,43.0,North America
2022-05-12,82.0,Bahrain,576395,633.0,1479.0,,569221.0,525.0,5695.0,4.0,318187.0,816.0,9775981.0,5396634.0,1811496.0,3.0,1225.0,0.0,349.0,,3144.0,Asia
2022-05-12,83.0,Estonia,573922,,2556.0,,514836.0,,56530.0,3.0,432107.0,1924.0,3345340.0,2518713.0,1328194.0,2.0,520.0,0.0,,,42562.0,Europe
2022-05-12,84.0,Venezuela,522921,31.0,5711.0,1.0,516170.0,72.0,1040.0,230.0,18487.0,202.0,3359014.0,118751.0,28286128.0,54.0,4953.0,8.0,1.0,0.04,37.0,South America
2022-05-12,85.0,Moldova,516986,,11489.0,,504142.0,,1355.0,49.0,128715.0,2860.0,3216305.0,800767.0,4016530.0,8.0,350.0,1.0,,,337.0,Europe
2022-05-12,86.0,Egypt,515645,,24613.0,,442182.0,,48850.0,122.0,4868.0,232.0,3693367.0,34868.0,105923104.0,205.0,4304.0,29.0,,,461.0,Africa
2022-05-12,87.0,Libya,501904,,6430.0,,490973.0,,4501.0,101.0,71242.0,913.0,2477219.0,351626.0,7045045.0,14.0,1096.0,3.0,,,639.0,Africa
2022-05-12,88.0,Cyprus,477711,,1032.0,,124370.0,,352309.0,60.0,390381.0,843.0,9477138.0,7744633.0,1223704.0,3.0,1186.0,0.0,,,287904.0,Asia
2022-05-12,89.0,Ethiopia,470899,48.0,7510.0,,455755.0,3.0,7634.0,6.0,3916.0,62.0,4832669.0,40186.0,120257307.0,255.0,16013.0,25.0,0.4,,63.0,Africa
2022-05-12,90.0,Mongolia,469885,,2179.0,,313256.0,,154450.0,192.0,139165.0,645.0,4030048.0,1193573.0,3376456.0,7.0,1550.0,1.0,,,45743.0,Asia
2022-05-12,91.0,Honduras,424390,,10896.0,,132358.0,,281136.0,105.0,41617.0,1068.0,1365056.0,133861.0,10197528.0,24.0,936.0,7.0,,,27569.0,North America
2022-05-12,92.0,Armenia,422896,,8623.0,,412048.0,,2225.0,,142220.0,2900.0,3068217.0,1031839.0,2973543.0,7.0,345.0,1.0,,,748.0,Asia
2022-05-12,93.0,Réunion,405980,,762.0,,395430.0,,9788.0,10.0,447512.0,840.0,1603660.0,1767715.0,907194.0,2.0,1191.0,1.0,,,10789.0,Africa
2022-05-12,94.0,Oman,389370,,4259.0,,384543.0,,568.0,3.0,72806.0,796.0,25000000.0,4674598.0,5348054.0,14.0,1256.0,0.0,,,106.0,Asia
2022-05-12,95.0,Bosnia and Herzegovina,377511,36.0,15778.0,3.0,,,,,116412.0,4865.0,1767199.0,544948.0,3242878.0,9.0,206.0,2.0,11.0,0.9,52273.0,Europe
2022-05-12,96.0,Qatar,365938,123.0,677.0,,364214.0,89.0,1047.0,2.0,130329.0,241.0,3481344.0,1239881.0,2807805.0,8.0,4147.0,1.0,44.0,,373.0,Asia
2022-05-12,97.0,Kenya,323975,23.0,5649.0,,318120.0,4.0,206.0,2.0,5788.0,101.0,3628019.0,64817.0,55973309.0,173.0,9909.0,15.0,0.4,,4.0,Africa
2022-05-12,98.0,Zambia,320481,69.0,3983.0,,315916.0,97.0,582.0,,16570.0,206.0,3450306.0,178394.0,19340969.0,60.0,4856.0,6.0,4.0,,30.0,Africa
2022-05-12,99.0,North Macedonia,310684,89.0,9289.0,2.0,300761.0,87.0,634.0,,149137.0,4459.0,2034606.0,976666.0,2083215.0,7.0,224.0,1.0,43.0,1.0,304.0,Europe
2022-05-12,100.0,Botswana,306324,,2690.0,,303026.0,,608.0,1.0,125547.0,1103.0,2026898.0,830728.0,2439907.0,8.0,907.0,1.0,,,249.0,Africa
2022-05-12,101.0,Albania,275534,49.0,3497.0,,271812.0,31.0,225.0,2.0,95940.0,1218.0,1816684.0,632560.0,2871954.0,10.0,821.0,2.0,17.0,,78.0,Europe
2022-05-12,102.0,Algeria,265814,6.0,6875.0,,178371.0,,80568.0,6.0,5865.0,152.0,230861.0,5094.0,45323351.0,171.0,6592.0,196.0,0.1,,1778.0,Africa
2022-05-12,103.0,Nigeria,255836,,3143.0,,249936.0,,2757.0,11.0,1186.0,15.0,5114703.0,23719.0,215637422.0,843.0,68609.0,42.0,,,13.0,Africa
2022-05-12,104.0,Zimbabwe,249131,188.0,5482.0,1.0,242366.0,62.0,1283.0,12.0,16320.0,359.0,2285861.0,149743.0,15265257.0,61.0,2785.0,7.0,12.0,0.07,84.0,Africa
2022-05-12,105.0,Luxembourg,244182,613.0,1073.0,,235939.0,567.0,7170.0,,378627.0,1664.0,4248188.0,6587206.0,644915.0,3.0,601.0,0.0,951.0,,11118.0,Europe
2022-05-12,106.0,Uzbekistan,238778,11.0,1637.0,,236913.0,27.0,228.0,23.0,6947.0,48.0,1377915.0,40089.0,34371189.0,144.0,20996.0,25.0,0.3,,7.0,Asia
