#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
94.0,Réunion,414615,3252.0,777.0,7.0,406484.0,2689.0,7354.0,10.0,456933.0,856.0,1603660.0,1767340.0,907386.0,2.0,1168.0,1.0,3584.0,8.0,8105.0
95.0,Oman,389473,,4260.0,,384669.0,,544.0,2.0,72772.0,796.0,25000000.0,4671177.0,5351970.0,14.0,1256.0,0.0,,,102.0
96.0,Bosnia and Herzegovina,377769,24.0,15786.0,1.0,,,,,116514.0,4869.0,1773676.0,547048.0,3242268.0,9.0,205.0,2.0,7.0,0.3,52360.0
97.0,Qatar,367436,164.0,677.0,,365659.0,121.0,1100.0,,130862.0,241.0,3518232.0,1253019.0,2807805.0,8.0,4147.0,1.0,58.0,,392.0
98.0,Kenya,324349,75.0,5651.0,,318360.0,36.0,338.0,,5791.0,101.0,3653013.0,65222.0,56008989.0,173.0,9911.0,15.0,1.0,,6.0
99.0,Zambia,321268,73.0,3985.0,,316658.0,30.0,625.0,,16597.0,206.0,3469975.0,179267.0,19356502.0,60.0,4857.0,6.0,4.0,,32.0
100.0,North Macedonia,311452,102.0,9300.0,3.0,301639.0,94.0,513.0,,149506.0,4464.0,2042804.0,980603.0,2083212.0,7.0,224.0,1.0,49.0,1.0,246.0
101.0,Botswana,307126,512.0,2695.0,3.0,303845.0,226.0,586.0,1.0,125802.0,1104.0,2026898.0,830241.0,2441337.0,8.0,906.0,1.0,210.0,1.0,240.0
102.0,Albania,275939,58.0,3497.0,,272182.0,20.0,260.0,2.0,96084.0,1218.0,1824414.0,635273.0,2871860.0,10.0,821.0,2.0,20.0,,91.0
103.0,Algeria,265860,5.0,6875.0,,178397.0,11.0,80588.0,6.0,5863.0,152.0,230861.0,5091.0,45347181.0,171.0,6596.0,196.0,0.1,,1777.0
104.0,Nigeria,255972,35.0,3143.0,,250024.0,28.0,2805.0,11.0,1186.0,15.0,5160280.0,23913.0,215791441.0,843.0,68658.0,42.0,0.2,,13.0
105.0,Zimbabwe,250929,227.0,5496.0,1.0,243195.0,102.0,2238.0,12.0,16431.0,360.0,2311968.0,151388.0,15271763.0,61.0,2779.0,7.0,15.0,0.07,147.0
106.0,Luxembourg,244182,,1073.0,,235939.0,,7170.0,,378447.0,1663.0,4248188.0,6584082.0,645221.0,3.0,601.0,0.0,,,11112.0
107.0,Uzbekistan,238945,5.0,1637.0,,237168.0,7.0,140.0,23.0,6949.0,48.0,1377915.0,40072.0,34385774.0,144.0,21005.0,25.0,0.1,,4.0
108.0,Montenegro,236803,41.0,2719.0,,233633.0,229.0,451.0,6.0,376945.0,4328.0,2470598.0,3932721.0,628216.0,3.0,231.0,0.0,65.0,,718.0
109.0,Mozambique,225600,14.0,2203.0,,223319.0,16.0,78.0,13.0,6855.0,67.0,1323952.0,40230.0,32909544.0,146.0,14939.0,25.0,0.4,,2.0
110.0,China,223488,156.0,5224.0,1.0,214308.0,474.0,3956.0,192.0,155.0,4.0,160000000.0,111163.0,1439323776.0,6440.0,275521.0,9.0,0.1,,3.0
111.0,Laos,209823,39.0,754.0,,,,,,28070.0,101.0,1232128.0,164832.0,7475055.0,36.0,9914.0,6.0,5.0,,26944.0
112.0,Kyrgyzstan,200993,,2991.0,,196406.0,,1596.0,131.0,29876.0,445.0,1907195.0,283489.0,6727581.0,33.0,2249.0,4.0,,,237.0
113.0,Iceland,187664,169.0,153.0,,,,,,543280.0,443.0,1925385.0,5573911.0,345428.0,2.0,2258.0,0.0,489.0,,323732.0
114.0,Afghanistan,179716,,7698.0,,162741.0,,9277.0,1124.0,4428.0,190.0,958454.0,23616.0,40584648.0,226.0,5272.0,42.0,,,229.0
115.0,Maldives,179662,,298.0,,163687.0,,15677.0,25.0,321668.0,534.0,2213831.0,3963660.0,558532.0,3.0,1874.0,0.0,,,28068.0
116.0,Namibia,165117,164.0,4034.0,1.0,158078.0,125.0,3005.0,,62834.0,1535.0,1031379.0,392480.0,2627849.0,16.0,651.0,3.0,62.0,0.4,1144.0
117.0,Martinique,164411,,931.0,,104.0,,163376.0,8.0,438763.0,2485.0,828928.0,2212156.0,374715.0,2.0,402.0,0.0,,,436001.0
118.0,Uganda,164069,,3596.0,,100205.0,,60268.0,2.0,3385.0,74.0,2612795.0,53906.0,48469482.0,295.0,13479.0,19.0,,,1243.0
119.0,El Salvador,162089,,4131.0,,150662.0,,7296.0,8.0,24754.0,631.0,1950448.0,297867.0,6548050.0,40.0,1585.0,3.0,,,1114.0
120.0,Ghana,161370,19.0,1445.0,,159881.0,16.0,44.0,1.0,4996.0,45.0,2447976.0,75793.0,32298375.0,200.0,22352.0,13.0,0.6,,1.0
121.0,Trinidad and Tobago,159344,676.0,3896.0,1.0,145925.0,463.0,9523.0,18.0,113166.0,2767.0,739498.0,525192.0,1408052.0,9.0,361.0,2.0,480.0,0.7,6763.0
122.0,Brunei,147021,246.0,222.0,,145166.0,223.0,1633.0,,330091.0,498.0,717784.0,1611567.0,445395.0,3.0,2006.0,1.0,552.0,,3666.0
123.0,Guadeloupe,140130,,854.0,,2250.0,,137026.0,19.0,350104.0,2134.0,938039.0,2343615.0,400253.0,3.0,469.0,0.0,,,342348.0
124.0,Cambodia,136262,,3056.0,,133201.0,,5.0,,7942.0,178.0,2964585.0,172800.0,17156191.0,126.0,5614.0,6.0,,,0.3
125.0,Jamaica,135331,238.0,3039.0,2.0,86288.0,125.0,46004.0,,45328.0,1018.0,1055693.0,353596.0,2985591.0,22.0,982.0,3.0,80.0,0.7,15409.0
126.0,Rwanda,129999,11.0,1459.0,,45522.0,,83018.0,,9588.0,108.0,5395660.0,397947.0,13558755.0,104.0,9293.0,3.0,0.8,,6123.0
127.0,Cameroon,119780,,1927.0,,117791.0,,62.0,13.0,4310.0,69.0,1751774.0,63027.0,27794163.0,232.0,14424.0,16.0,,,2.0
128.0,Angola,99194,,1900.0,,97149.0,,145.0,,2851.0,55.0,1499795.0,43101.0,34797342.0,351.0,18314.0,23.0,,,4.0
129.0,Malta,94205,92.0,719.0,1.0,91398.0,158.0,2088.0,4.0,212286.0,1620.0,1916252.0,4318168.0,443765.0,5.0,617.0,0.0,207.0,2.0,4705.0
130.0,DRC,87633,,1338.0,,50930.0,,35365.0,,925.0,14.0,846704.0,8940.0,94704467.0,1081.0,70781.0,112.0,,,373.0
131.0,Senegal,86087,12.0,1966.0,,84097.0,5.0,24.0,,4898.0,112.0,1089459.0,61981.0,17577446.0,204.0,8941.0,16.0,0.7,,1.0
132.0,Malawi,85943,8.0,2639.0,1.0,82849.0,1.0,455.0,67.0,4283.0,132.0,582048.0,29010.0,20063762.0,233.0,7603.0,34.0,0.4,0.05,23.0
133.0,French Guiana,82313,,397.0,,11254.0,,70662.0,1.0,262723.0,1267.0,635980.0,2029894.0,313307.0,4.0,789.0,0.0,,,225536.0
134.0,Ivory Coast,82088,18.0,799.0,,81247.0,12.0,42.0,,2973.0,29.0,1516836.0,54933.0,27612248.0,336.0,34559.0,18.0,0.7,,2.0
135.0,Suriname,80416,176.0,1341.0,2.0,49485.0,19.0,29590.0,,134798.0,2248.0,237010.0,397291.0,596565.0,7.0,445.0,3.0,295.0,3.0,49601.0
136.0,Barbados,79383,334.0,443.0,3.0,75510.0,738.0,3430.0,,275597.0,1538.0,681391.0,2365612.0,288040.0,4.0,650.0,0.0,1160.0,10.0,11908.0
137.0,Channel Islands,76018,251.0,176.0,,75199.0,220.0,643.0,,429745.0,995.0,1252808.0,7082373.0,176891.0,2.0,1005.0,0.0,1419.0,,3635.0
138.0,French Polynesia,72898,22.0,649.0,,,,,7.0,256704.0,2285.0,,,283977.0,4.0,438.0,,77.0,,136451.0
139.0,Eswatini,72257,55.0,1406.0,2.0,70414.0,31.0,437.0,11.0,61086.0,1189.0,1025335.0,866824.0,1182864.0,16.0,841.0,1.0,46.0,2.0,369.0
140.0,Fiji,64898,,862.0,,63010.0,,1026.0,,71417.0,949.0,526353.0,579224.0,908721.0,14.0,1054.0,2.0,,,1129.0
141.0,Guyana,64342,45.0,1232.0,1.0,62569.0,54.0,541.0,,81063.0,1552.0,621985.0,783629.0,793724.0,12.0,644.0,1.0,57.0,1.0,682.0
142.0,Madagascar,64314,,1393.0,,59370.0,,3551.0,6.0,2215.0,48.0,435827.0,15010.0,29035805.0,451.0,20844.0,67.0,,,122.0
143.0,Sudan,62240,11.0,4941.0,2.0,,,,,1359.0,108.0,562941.0,12296.0,45783425.0,736.0,9266.0,81.0,0.2,0.04,371.0
144.0,New Caledonia,61880,366.0,313.0,1.0,60999.0,379.0,568.0,9.0,212876.0,1077.0,98964.0,340451.0,290685.0,5.0,929.0,3.0,1259.0,3.0,1954.0
145.0,Bhutan,59614,,21.0,,59564.0,,29.0,,75685.0,27.0,2303734.0,2924767.0,787664.0,13.0,37508.0,0.0,,,37.0
146.0,Mauritania,59068,21.0,982.0,,57806.0,9.0,280.0,,12103.0,201.0,826625.0,169372.0,4880531.0,83.0,4970.0,6.0,4.0,,57.0
147.0,Belize,58749,132.0,677.0,,57029.0,57.0,1043.0,6.0,142849.0,1646.0,558329.0,1357583.0,411267.0,7.0,607.0,1.0,321.0,,2536.0
148.0,Cabo Verde,56172,,401.0,,55669.0,,102.0,23.0,98999.0,707.0,400982.0,706703.0,567398.0,10.0,1415.0,1.0,,,180.0
149.0,Syria,55880,,3150.0,,52610.0,,120.0,,3053.0,172.0,146269.0,7991.0,18303792.0,328.0,5811.0,125.0,,,7.0
150.0,Gabon,47622,,304.0,,47303.0,,15.0,,20483.0,131.0,1595381.0,686200.0,2324950.0,49.0,7648.0,1.0,,,6.0
151.0,Papua New Guinea,44403,,651.0,,43733.0,,19.0,7.0,4791.0,70.0,249149.0,26885.0,9267243.0,209.0,14235.0,37.0,,,2.0
152.0,Seychelles,43729,,167.0,,43040.0,,522.0,,439496.0,1678.0,,,99498.0,2.0,596.0,,,,5246.0
153.0,Curaçao,43522,,276.0,,42622.0,,624.0,3.0,263194.0,1669.0,496693.0,3003689.0,165361.0,4.0,599.0,0.0,,,3774.0
154.0,Andorra,42572,,153.0,,41757.0,,662.0,14.0,549323.0,1974.0,249838.0,3223758.0,77499.0,2.0,507.0,0.0,,,8542.0
