#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Population,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,World,528073779,458963.0,6301741.0,1033.0,498331191.0,802273.0,23440847.0,37994.0,67747.0,808.5,,,,,,,,,
1.0,USA,85113962,53287.0,1029121.0,106.0,81701524.0,69377.0,2383317.0,2278.0,254326.0,3075.0,1022513255.0,3055331.0,334665263.0,4.0,325.0,0.0,159.0,0.3,7121.0
2.0,India,43140068,1675.0,524490.0,31.0,42600737.0,1635.0,14841.0,698.0,30691.0,373.0,847092226.0,602653.0,1405606396.0,33.0,2680.0,2.0,1.0,0.02,11.0
3.0,Brazil,30803995,12775.0,665727.0,47.0,29851917.0,19898.0,286351.0,8318.0,143001.0,3091.0,63776166.0,296068.0,215410601.0,7.0,324.0,3.0,59.0,0.2,1329.0
4.0,France,29359336,4386.0,147917.0,82.0,28609930.0,66962.0,601489.0,1173.0,447919.0,2257.0,271490188.0,4141977.0,65546044.0,2.0,443.0,0.0,67.0,1.0,9177.0
5.0,Germany,26103628,18011.0,138738.0,26.0,24708600.0,106100.0,1256290.0,944.0,309690.0,1646.0,122332384.0,1451337.0,84289451.0,3.0,608.0,1.0,214.0,0.3,14904.0
6.0,UK,22238715,,177977.0,,21836316.0,17105.0,224422.0,188.0,324374.0,2596.0,522526476.0,7621568.0,68558917.0,3.0,385.0,0.0,,,3273.0
7.0,Russia,18297608,4158.0,378426.0,76.0,17694020.0,5117.0,225162.0,2300.0,125281.0,2591.0,273400000.0,1871929.0,146052530.0,8.0,386.0,1.0,28.0,0.5,1542.0
8.0,S. Korea,17967672,9975.0,23987.0,22.0,17414103.0,42223.0,529582.0,229.0,349889.0,467.0,15804065.0,307757.0,51352437.0,3.0,2141.0,3.0,194.0,0.4,10313.0
9.0,Italy,17257573,9820.0,166032.0,80.0,16258494.0,27490.0,833047.0,291.0,286223.0,2754.0,219525905.0,3640919.0,60294088.0,3.0,363.0,0.0,163.0,1.0,13816.0
10.0,Turkey,15063203,922.0,98929.0,3.0,14961011.0,1105.0,3263.0,975.0,175049.0,1150.0,161664811.0,1878697.0,86051554.0,6.0,870.0,1.0,11.0,0.03,38.0
11.0,Spain,12238073,,105947.0,,11620275.0,,511851.0,339.0,261559.0,2264.0,471036328.0,10067256.0,46788947.0,4.0,442.0,0.0,,,10940.0
12.0,Vietnam,10710066,1179.0,43076.0,1.0,9405908.0,3862.0,1261082.0,216.0,108192.0,435.0,85814565.0,866891.0,98991236.0,9.0,2298.0,1.0,12.0,0.01,12739.0
13.0,Argentina,9178795,,128825.0,,8895999.0,,153971.0,300.0,199633.0,2802.0,35716069.0,776802.0,45978362.0,5.0,357.0,1.0,,,3349.0
14.0,Japan,8618683,31262.0,30307.0,15.0,8243263.0,32927.0,345113.0,96.0,68540.0,241.0,51460902.0,409245.0,125746009.0,15.0,4149.0,2.0,249.0,0.1,2745.0
15.0,Netherlands,8077872,736.0,22307.0,,8015332.0,4663.0,40233.0,36.0,469469.0,1296.0,21107399.0,1226717.0,17206410.0,2.0,771.0,1.0,43.0,,2338.0
16.0,Iran,7230321,268.0,141281.0,7.0,7035798.0,1812.0,53242.0,649.0,84052.0,1642.0,52031785.0,604869.0,86021530.0,12.0,609.0,2.0,3.0,0.08,619.0
17.0,Australia,6983004,34036.0,8110.0,13.0,6608390.0,44873.0,366504.0,106.0,267978.0,311.0,71279851.0,2735413.0,26058172.0,4.0,3213.0,0.0,1306.0,0.5,14065.0
18.0,Colombia,6099111,,139833.0,,5930545.0,,28733.0,342.0,117502.0,2694.0,34792844.0,670301.0,51906279.0,9.0,371.0,1.0,,,554.0
19.0,Indonesia,6052764,174.0,156534.0,12.0,5893340.0,929.0,2890.0,2771.0,21696.0,561.0,98171807.0,351894.0,278981396.0,46.0,1782.0,3.0,0.6,0.04,10.0
20.0,Poland,6005595,64.0,116268.0,,5335252.0,2.0,554075.0,981.0,159011.0,3078.0,36286936.0,960775.0,37768404.0,6.0,325.0,1.0,2.0,,14670.0
21.0,Mexico,5758597,857.0,324765.0,25.0,5053494.0,443.0,380338.0,4798.0,43795.0,2470.0,15897804.0,120906.0,131488897.0,23.0,405.0,8.0,7.0,0.2,2893.0
22.0,Ukraine,5011433,129.0,108538.0,5.0,,,,177.0,115903.0,2510.0,19521252.0,451482.0,43238126.0,9.0,398.0,2.0,3.0,0.1,19540.0
23.0,Malaysia,4492864,1544.0,35645.0,2.0,4432071.0,2905.0,25148.0,39.0,135538.0,1075.0,59607632.0,1798201.0,33148481.0,7.0,930.0,1.0,47.0,0.06,759.0
24.0,Thailand,4415593,4099.0,29778.0,29.0,4334812.0,8856.0,51003.0,1496.0,62963.0,425.0,17270775.0,246266.0,70130461.0,16.0,2355.0,4.0,58.0,0.4,727.0
25.0,Austria,4235183,1753.0,18599.0,252.0,4173311.0,3940.0,43273.0,52.0,465233.0,2043.0,186421071.0,20478255.0,9103367.0,2.0,489.0,0.0,193.0,28.0,4754.0
26.0,Belgium,4143408,2316.0,31710.0,8.0,3990880.0,6764.0,120818.0,92.0,354598.0,2714.0,34011375.0,2910737.0,11684799.0,3.0,368.0,0.0,198.0,0.7,10340.0
27.0,Israel,4123806,2480.0,10833.0,6.0,4098862.0,2290.0,14111.0,150.0,442184.0,1162.0,41373364.0,4436346.0,9326000.0,2.0,861.0,0.0,266.0,0.6,1513.0
28.0,Portugal,4066674,,22583.0,,,,,61.0,401028.0,2227.0,42298739.0,4171219.0,10140618.0,2.0,449.0,0.0,,,115172.0
29.0,South Africa,3931534,1662.0,100952.0,19.0,3739543.0,,91039.0,192.0,64749.0,1663.0,25081137.0,413064.0,60719678.0,15.0,601.0,2.0,27.0,0.3,1499.0
30.0,Czechia,3918129,63.0,40269.0,,3876240.0,502.0,1620.0,6.0,364597.0,3747.0,55366573.0,5152072.0,10746468.0,3.0,267.0,0.0,6.0,,151.0
31.0,Canada,3846998,,40679.0,,3516903.0,,289416.0,370.0,100269.0,1060.0,61679093.0,1607625.0,38366593.0,10.0,943.0,1.0,,,7543.0
32.0,Philippines,3689132,191.0,60455.0,,3626406.0,172.0,2271.0,480.0,32841.0,538.0,30029881.0,267329.0,112333137.0,30.0,1858.0,4.0,2.0,,20.0
33.0,Switzerland,3649737,561.0,13948.0,,3579618.0,3619.0,56171.0,71.0,415969.0,1590.0,20991820.0,2392488.0,8774054.0,2.0,629.0,0.0,64.0,,6402.0
34.0,Chile,3647361,4225.0,57810.0,8.0,3486661.0,2663.0,102890.0,136.0,187758.0,2976.0,38123516.0,1962515.0,19425842.0,5.0,336.0,1.0,217.0,0.4,5297.0
35.0,Peru,3576042,,213106.0,,,,,189.0,105680.0,6298.0,30448621.0,899822.0,33838508.0,9.0,159.0,1.0,,,48533.0
36.0,Greece,3422233,2235.0,29711.0,21.0,3346122.0,4750.0,46400.0,151.0,331387.0,2877.0,81883919.0,7929103.0,10327009.0,3.0,348.0,0.0,216.0,2.0,4493.0
37.0,Denmark,2980843,1605.0,6330.0,18.0,2965874.0,531.0,8639.0,11.0,511233.0,1086.0,127377418.0,21846028.0,5830690.0,2.0,921.0,0.0,275.0,3.0,1482.0
38.0,Romania,2906285,234.0,65654.0,2.0,,,,101.0,152998.0,3456.0,23065296.0,1214243.0,18995613.0,7.0,289.0,1.0,12.0,0.1,12317.0
39.0,DPRK,2814380,167650.0,68.0,1.0,2334910.0,267640.0,479402.0,,108279.0,3.0,,,25991994.0,9.0,382235.0,,6450.0,0.04,18444.0
40.0,Sweden,2506607,,18908.0,,2480483.0,413.0,7216.0,7.0,245311.0,1850.0,18573144.0,1817672.0,10218095.0,4.0,540.0,1.0,,,706.0
41.0,Iraq,2327387,118.0,25218.0,2.0,2301061.0,142.0,1108.0,10.0,55513.0,601.0,18561155.0,442720.0,41925228.0,18.0,1663.0,2.0,3.0,0.05,26.0
42.0,Serbia,2015382,296.0,16068.0,3.0,1992675.0,595.0,6639.0,8.0,232429.0,1853.0,9656839.0,1113697.0,8670976.0,4.0,540.0,1.0,34.0,0.3,766.0
43.0,Bangladesh,1953264,31.0,29130.0,2.0,1901157.0,193.0,22977.0,1259.0,11641.0,174.0,14090035.0,83976.0,167785477.0,86.0,5760.0,12.0,0.2,0.01,137.0
44.0,Hungary,1914697,,46446.0,,1830803.0,,37448.0,21.0,199156.0,4831.0,11394556.0,1185195.0,9614073.0,5.0,207.0,1.0,,,3895.0
45.0,Slovakia,1788490,38.0,20081.0,1.0,1765106.0,50.0,3303.0,30.0,327285.0,3675.0,7138024.0,1306222.0,5464632.0,3.0,272.0,1.0,7.0,0.2,604.0
46.0,Jordan,1694216,,14048.0,,1678941.0,,1227.0,124.0,162995.0,1352.0,16670254.0,1603793.0,10394269.0,6.0,740.0,1.0,,,118.0
47.0,Georgia,1655221,,16811.0,,1637293.0,,1117.0,,416437.0,4229.0,16920079.0,4256924.0,3974720.0,2.0,236.0,0.0,,,281.0
48.0,Ireland,1551835,,7244.0,,1525470.0,1546.0,19121.0,28.0,307790.0,1437.0,12193391.0,2418429.0,5041865.0,3.0,696.0,0.0,,,3792.0
49.0,Pakistan,1529834,49.0,30379.0,,1496123.0,69.0,3332.0,87.0,6681.0,133.0,28473285.0,124346.0,228984435.0,150.0,7538.0,8.0,0.2,,15.0
50.0,Norway,1431697,406.0,3094.0,,,,,20.0,260250.0,562.0,11002430.0,1999994.0,5501232.0,4.0,1778.0,1.0,74.0,,243518.0
51.0,Taiwan,1386584,66227.0,1436.0,40.0,172535.0,23075.0,1212613.0,,58021.0,60.0,17249430.0,721790.0,23898113.0,17.0,16642.0,1.0,2771.0,2.0,50741.0
52.0,Kazakhstan,1305697,6.0,13661.0,,1291885.0,5.0,151.0,24.0,68003.0,711.0,11575012.0,602849.0,19200508.0,15.0,1405.0,2.0,0.3,,8.0
53.0,Singapore,1272386,2751.0,1377.0,2.0,1193116.0,4285.0,77893.0,6.0,214309.0,232.0,23877882.0,4021766.0,5937164.0,5.0,4312.0,0.0,463.0,0.3,13120.0
54.0,Hong Kong,1210586,190.0,9370.0,,,,,5.0,159042.0,1231.0,44972952.0,5908356.0,7611754.0,6.0,812.0,0.0,25.0,,156072.0
55.0,Morocco,1166716,88.0,16075.0,,1149656.0,55.0,985.0,293.0,30918.0,426.0,11237010.0,297779.0,37736092.0,32.0,2348.0,3.0,2.0,,26.0
56.0,Bulgaria,1163706,293.0,37106.0,13.0,1044355.0,1716.0,82245.0,41.0,169890.0,5417.0,9971266.0,1455706.0,6849781.0,6.0,185.0,1.0,43.0,2.0,12007.0
57.0,Croatia,1134269,37.0,15968.0,2.0,1115682.0,522.0,2619.0,5.0,279548.0,3935.0,4859993.0,1197777.0,4057511.0,4.0,254.0,1.0,9.0,0.5,645.0
58.0,New Zealand,1105317,6067.0,1017.0,10.0,1049783.0,7105.0,54517.0,,220971.0,203.0,7153172.0,1430034.0,5002100.0,5.0,4918.0,1.0,1213.0,2.0,10899.0
59.0,Cuba,1105016,37.0,8529.0,,1096163.0,46.0,324.0,23.0,97672.0,754.0,12920253.0,1142014.0,11313572.0,10.0,1326.0,1.0,3.0,,29.0
60.0,Lebanon,1098640,64.0,10418.0,1.0,1085901.0,219.0,2321.0,186.0,162334.0,1539.0,4795578.0,708589.0,6767784.0,6.0,650.0,1.0,9.0,0.1,343.0
61.0,Finland,1081225,,4406.0,,,,,21.0,194571.0,793.0,10873312.0,1956701.0,5556961.0,5.0,1261.0,1.0,,,185500.0
62.0,Lithuania,1061559,24.0,9135.0,1.0,1035107.0,,17317.0,11.0,400488.0,3446.0,9967630.0,3760432.0,2650661.0,2.0,290.0,0.0,9.0,0.4,6533.0
63.0,Tunisia,1041789,,28628.0,,,,,29.0,86441.0,2375.0,4607327.0,382288.0,12051975.0,12.0,421.0,3.0,,,-1128.03
64.0,Slovenia,1022616,102.0,6630.0,1.0,1009445.0,203.0,6541.0,7.0,491766.0,3188.0,2662278.0,1280263.0,2079477.0,2.0,314.0,1.0,49.0,0.5,3146.0
65.0,Belarus,982867,,6978.0,,,,,,104079.0,739.0,13220483.0,1399962.0,9443459.0,10.0,1353.0,1.0,,,5014.0
66.0,Nepal,979076,8.0,11952.0,,966991.0,16.0,133.0,,32500.0,397.0,5687735.0,188801.0,30125552.0,31.0,2521.0,5.0,0.3,,4.0
67.0,Bolivia,907307,83.0,21945.0,1.0,866011.0,332.0,19351.0,220.0,75776.0,1833.0,2705422.0,225951.0,11973471.0,13.0,546.0,4.0,7.0,0.08,1616.0
68.0,UAE,905151,321.0,2302.0,,888939.0,355.0,13910.0,,89478.0,228.0,160728161.0,15888685.0,10115888.0,11.0,4394.0,0.0,32.0,,1375.0
69.0,Uruguay,902540,,7213.0,,892434.0,,2893.0,18.0,258131.0,2063.0,6114822.0,1748868.0,3496446.0,4.0,485.0,1.0,,,827.0
70.0,Costa Rica,877533,,8472.0,,848035.0,,21026.0,38.0,169346.0,1635.0,4487906.0,866074.0,5181896.0,6.0,612.0,1.0,,,4058.0
71.0,Ecuador,874719,,35617.0,,,,,759.0,48198.0,1963.0,2470170.0,136108.0,18148554.0,21.0,510.0,7.0,,,21777.0
72.0,Guatemala,856576,80.0,17969.0,15.0,836034.0,158.0,2573.0,5.0,46199.0,969.0,4608728.0,248572.0,18540831.0,22.0,1032.0,4.0,4.0,0.8,139.0
73.0,Panama,832045,1758.0,8229.0,2.0,797202.0,3156.0,26614.0,16.0,187274.0,1852.0,6140979.0,1382193.0,4442924.0,5.0,540.0,1.0,396.0,0.5,5990.0
74.0,Latvia,827201,345.0,5815.0,2.0,818845.0,588.0,2541.0,7.0,447894.0,3149.0,7241076.0,3920733.0,1846868.0,2.0,318.0,0.0,187.0,1.0,1376.0
75.0,Azerbaijan,792714,2.0,9710.0,,782957.0,,47.0,,76876.0,942.0,6874348.0,666660.0,10311628.0,13.0,1062.0,2.0,0.2,,5.0
76.0,Saudi Arabia,763692,650.0,9131.0,1.0,748030.0,538.0,6531.0,73.0,21310.0,255.0,42358052.0,1181969.0,35836864.0,47.0,3925.0,1.0,18.0,0.03,182.0
77.0,Sri Lanka,663765,7.0,16512.0,,646939.0,2.0,314.0,,30755.0,765.0,6486117.0,300524.0,21582665.0,33.0,1307.0,3.0,0.3,,15.0
78.0,Paraguay,650283,,18885.0,,624673.0,,6725.0,4.0,89106.0,2588.0,2633737.0,360892.0,7297859.0,11.0,386.0,3.0,,,922.0
79.0,Kuwait,632781,,2555.0,,629695.0,,531.0,4.0,144150.0,582.0,8098920.0,1844966.0,4389740.0,7.0,1718.0,1.0,,,121.0
